0.5	1	0.3987610407018896
0.5	2	0.8283638083462455
0.5	3	1.2178597991960576
0.5	4	1.5838105461747667
0.5	5	1.933321444092504
0.5	6	2.269652676678456
0.5	7	2.593839711765919
0.5	8	2.9058074238689375
0.5	9	3.2050850573444283
0.5	10	3.491199334334924
0.5	11	3.7638466904681156
0.5	12	4.022945542489159
0.5	13	4.268625665557649
0.5	14	4.501192901757682
0.5	15	4.721082850579706
0.5	16	4.928823617992191
0.5	17	5.125001628601019
0.5	18	5.310231667818777
0.5	19	5.485139965451563
0.5	20	5.650345766405186
0.5	21	5.806452824023492
0.5	22	5.954040728719761
0.5	23	6.093662694111177
0.5	24	6.225840877445852
0.5	25	6.351065850589803
0.5	26	6.4697962759240415
0.6	1	0.4218408656425133
0.6	2	0.89073046960936
0.6	3	1.3266994054157668
0.6	4	1.7438885072625598
0.6	5	2.1482907670078752
0.6	6	2.5421285413500243
0.6	7	2.925284729531092
0.6	8	3.296528697329439
0.6	9	3.654357405545918
0.6	10	3.9974596728506304
0.6	11	4.324905285885107
0.6	12	4.6361856443579175
0.6	13	4.931170176760667
0.6	14	5.21003756291505
0.6	15	5.473199955580863
0.6	16	5.721235584745143
0.6	17	5.954829562861168
0.6	18	6.1747325891297224
0.6	19	6.381722755839392
0.6	20	6.576584246134865
0.6	21	6.760086316812076
0.6	22	6.9329723890197625
0.6	23	7.095956153639402
0.6	24	7.249708942599777
0.6	25	7.394863765364012
0.6	26	7.5320127126298075
0.7	1	0.4463133754246529
0.7	2	0.9580527962604989
0.7	3	1.4454559532687241
0.7	4	1.9199599877246711
0.7	5	2.3862791100978376
0.7	6	2.8453100637065916
0.7	7	3.295401995502841
0.7	8	3.733775454080067
0.7	9	4.157553825440929
0.7	10	4.564322219861328
0.7	11	4.952352102320331
0.7	12	5.320608191987575
0.7	13	5.668670308368275
0.7	14	5.9966090072770815
0.7	15	6.304863206772424
0.7	16	6.594133828626783
0.7	17	6.865291405223795
0.7	18	7.119309196513259
0.7	19	7.357207276855102
0.7	20	7.580019759422088
0.7	21	7.788758688140212
0.7	22	7.984405503666558
0.7	23	8.167895797101082
0.7	24	8.340110242596296
0.7	25	8.501874231502502
0.7	26	8.653958352911642
0.8	1	0.4722518718961868
0.8	2	1.0305727795346444
0.8	3	1.5745023156053009
0.8	4	2.112477155315233
0.8	5	2.6477333126360407
0.8	6	3.1794659394400577
0.8	7	3.7040057107144717
0.8	8	4.2165399436055715
0.8	9	4.712413005555505
0.8	10	5.187825463085841
0.8	11	5.640083085135175
0.8	12	6.067574289263442
0.8	13	6.469615435856675
0.8	14	6.846253704781679
0.8	15	7.198077339023394
0.8	16	7.526048366562115
0.8	17	7.831369840796208
0.8	18	8.115376961716004
0.8	19	8.379466972020374
0.8	20	8.625039657042754
0.8	21	8.853460736926737
0.8	22	9.066042109140719
0.8	23	9.264018243863537
0.8	24	9.448553305176318
0.8	25	9.620718736579372
0.8	26	9.781506597166043
0.9	1	0.49972903003981245
0.9	2	1.108484289446113
0.9	3	1.7140204960742924
0.9	4	2.321459196501616
