0.5482384367480881	11.1285
0.49539224864150805	6.7712
0.5608239695103863	2.11495
0.45976451618541897	0.112346
0.43009265766396304	0.0882151
0.5190134596547281	12.2893
0.5129898986482873	10.8322
0.5193271503480845	10.6765
0.4158099648323654	0.221202
0.4466090499265387	0.151746
0.5157061254043551	13.1243
0.5229133895655261	12.1333
0.5460122532148423	7.92127
0.5221224362951624	9.05824
0.4829051648803111	0.514228
0.5003797594897414	4.64942
0.5229867730572054	4.23262
0.5119573706316386	21.8037
0.5212012129649339	10.8637
0.5086094337043607	1.64106
